,date,author,twitter_name,text,number_of_likes,number_of_retweets
208,2023-02-24 18:31:34+00:00,Julian Padilla,JulianPadillaq,@BAQATA @nacional_memes Claro que si hay. En muchísimos edificios de la javeriana hay torniquetes y guardias. Más que todos en los nuevos edificios.,0,0
209,2023-02-24 18:24:20+00:00,Pesquisa Javeriana,PesquisaPUJ,"A un año de la guerra en #Ucrania, recordamos este artículo en el que hablamos con un experto y varios habitantes del país europeo para comprender el conflicto con #Rusia. ➡️https://t.co/uojUMvtEO3 https://t.co/uzPjiw7A7h",0,0
210,2023-02-24 18:19:29+00:00,Marcos Apollo,MarcosApollo8,@AForeroM @carolinacorcho @petrogustavo @UdeA Y la semana pasada fue lo mismo en la U Javeriana. No siempre una mentira dicha mil veces se vuelve verdad. Será que ya no tiene más datos que mostrar?,1,1
211,2023-02-24 17:43:01+00:00,Americae Australiae pius,AmericaeHispano,"@alejandro994 @eduro20032014 @nacional_memes Y es tan imbécil que pone una infografía donde se muestra justamente que el problema es regional, no exclusivo del país, como ""prueba maestra! jajajaja.

Definitivamente o este pendejo es de alguna rosca, o en la javeriana el nivel ha caído mucho.",0,0
212,2023-02-24 17:26:51+00:00,Murloc De Paramo,Murlocdeparamo,"@alejandro994 @Salife0 @Matador000 Cuando los de la javeriana dejen de ser tan idiotas, saludos.",0,0
213,2023-02-24 17:05:53+00:00,Twingo en busca del Alpilitro,ElTioChilango,Cuando eres de la Distrital y te ennovias con una de la Javeriana https://t.co/45JedGhZ1W,1,0
214,2023-02-24 16:51:31+00:00,Olier,SebastiaanOlier,Me prometo hacer un posgrado aquí en la Javeriana.,1,0
215,2023-02-24 16:50:51+00:00,Dielco SAS,DielcoSas,"Nuestro CFO, David Ospina, en el panel Transición Energética en el foro Colombia 2040 de la U. Javeriana e iNNpulsa.

Revive el foro aquí: https://t.co/qKpYUlIL7I

@EnelColombia
@javiercjz
@IPSEnergiaZNI
@RevistaSemana
@larepublica_co 
@ELTIEMPO
@portafolioco 
@TerpelCol https://t.co/iSrs1oIK70",1,0
216,2023-02-24 16:50:07+00:00,Olier,SebastiaanOlier,La Javeriana será mi tusa académica de toda la vida. Siempre que vengo a esta universidad salgo más triste que de costumbre 😭,2,0
217,2023-02-24 16:48:40+00:00,Javeriana Cali,javerianacali,"🧵| La #JaverianaCali se une a la conmemoración del Día Mundial de las Enfermedades Raras, con el objetivo de concientizar sobre el tema y brindar apoyo a quienes fueron diagnosticados con alguna de estas enfermedades🤍

Conoce más de este evento:
https://t.co/sTk95XWqlT https://t.co/3qLWrAh7p2",1,0
218,2023-02-24 16:48:20+00:00,Juan Felipe Apráez (El hijo de JuanAA),ApraezAbril,@fnx731 Con los de reconocimiento facial de artes en la Javeriana 😡,1,0
219,2023-02-24 16:13:20+00:00,Educación Continua Javeriana Bogotá,EduContinuaPUJ,"#EducaciónVirtualJaveriana
Con este curso generamos espacios de aprendizaje y reflexión, que promuevan entender e impactar positivamente, en el perfil epidemiológico a nivel global y nacional de las enfermedades huérfanas / raras (EH/ER).

Informes en: https://t.co/WPj0qsi8Kd https://t.co/2gt9PnnyoY",1,0
220,2023-02-24 16:10:43+00:00,Facultad de Ciencias Jurídicas PUJ,FacJuridicasPUJ,"Este ⬇️ es el gran panel de expertas y expertos que participarán en los dos días del Congreso de Contratación e Infraestructura Pública: 30 años de la ley 80, Homenaje a la doctora María Teresa Palacio Jaramillo.

Inscripciones en https://t.co/B5DixWltej https://t.co/Z17AtbjX6l",3,1
221,2023-02-24 15:53:17+00:00,Semillero SILAT,Litsilat2,"Priscila Sánchez, estudiante de la Maestría en Literatura Hispanoamericana de la Universidad Autónoma de Zacatecas, realizó una estancia de investigación en la Javeriana durante este mes de febrero. Priscila, esperamos que regreses porque el diálogo fue grato y lúcido. https://t.co/hR8SzRpVT6",5,0
222,2023-02-24 15:50:16+00:00,Angela Maria Lopez L,AngelaMariaL81,‘Preocupa la situación económica y cambio demográfico': rector de la Javeriana https://t.co/tHPpyxCeyV a través de @eltiempo,2,1
223,2023-02-24 15:36:51+00:00,Pontificia Universidad Javeriana,UniJaveriana,"📰Durante el Foro #Colombia2040: Oportunidades y Desafíos en Ingeniería se hablaron de diferentes temas como los cambios que requiere la economía nacional y cómo acelerar la transición energética. @pujingenieria
 
Más detalles en @larepublica_co: 
➡️https://t.co/RDkiRUgtD2 https://t.co/b76zAHWghr",3,2
224,2023-02-24 15:28:29+00:00,Eduard Soto,edusot,‘Preocupa la situación económica y cambio demográfico': rector de la Javeriana https://t.co/lgg1FUIPiK a través de @eltiempo,0,0
225,2023-02-24 15:16:36+00:00,laducha_,duchafria_,"Jajajajajajaja el hilo del man que mando las rosas y los chocolates...
Al ver que le destaparon que ni siquiera estudio en la Javeriana, que es un simple mensajero https://t.co/IzEKJCc1WY",2,0
226,2023-02-24 15:01:24+00:00,Separador autopista,SAutonorte,"@lu_guzma @idubogota @jpcaicedom @osarmien_ @camoncadaa @dhidalgo65 @InexpertoM @jaimeortiz2006 Solo es más feo caminarla, como es feo en toda la ciudad, en la zona de la Javeriana y al norte de la 72, donde los peatones molestaban a los vehículos, de resto usted la cruza por cualquier parte después de acabado el contraflujo.

¿Quien acabó ese esperpento?",1,0
227,2023-02-24 14:54:42+00:00,Joan Felipe Mendoza,joanfmendo,"@nacional_memes Ahí yo veo lo de la matrícula de 2 pelaos en llamas. Y alcanza para la matrícula pero en la Javeriana. Es que son imbéciles emocionándose porque les rompen la Universidad, y lo celebran los muy badulaques.",4,0
228,2023-02-24 14:49:42+00:00,Tatiana,Tatiana44069863,@petrogustavo Deberías abogar por poner las universidad pública gratuita sin ese examen para aumentar este número ya que o es difícil entrar o si quieres pagar la carrera en la javeriana vale 20 millones el semestre,0,0
229,2023-02-24 14:15:56+00:00,Adriana Díaz,adrianadiazh,"@cristyamortegui Todos los productos que mencionas son perjudiciales para la salud, pero no, no son peores que la marihuana. Te invito a escuchar a un experto que ha estudiado muchísimo el tema, para que saques tus propias conclusiones https://t.co/zq7b6yswYz",3,0
230,2023-02-24 14:03:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"#FelizViernes Investigadora javeriana elaboró una estrategia de educación y comunicación para enseñarles a adultos mayores a enfrentarse a la desinformación y las noticias falsas. ¡Aquí le contamos de qué se trata! ⤵️
https://t.co/16xqFkbYtE https://t.co/tRYEh2685L",0,0
231,2023-02-24 13:39:29+00:00,andres lopez,en_ideas_nuevas,"@Missmelindres @smilelalis Hmmm. @Fruizgomez  médico y máster en Economía de la U. Javeriana.  máster en Salud Pública / Salud Ocupacional de la Harvard School of Public Health, en Boston, y DOCTOR en Salud Pública, del Instituto Nacional de Salud Pública de México vs Lalis que tiene… nada! Ah ya ya",23,3
232,2023-02-24 13:29:28+00:00,andres lopez,en_ideas_nuevas,"@smilelalis Hmmm. @Fruizgomez  médico y máster en Economía de la U. Javeriana.  máster en Salud Pública / Salud Ocupacional de la Harvard School of Public Health, en Boston, y doctor en Salud Pública, del Instituto Nacional de Salud Pública de México vs Lalis que tiene… nada! Ah ya ya",31,6
233,2023-02-24 13:04:45+00:00,EL TIEMPO,ELTIEMPO,"‘Preocupa la situación económica y cambio demográfico': rector de la Javeriana

El designado rector de la institución, Luis Fernando Múnera, analiza los desafíos del sector.➡️ https://t.co/TqD2n7h008 https://t.co/QqJnDsjpG3",7,4
234,2023-02-24 12:59:08+00:00,#TanCanson,AyNoTanCanson,"@DeLaCalleHum @FranciaMarquezM No estoy de acuerdo Humberto. Yo que fui al debate de la señora vicepresidente la ví hablar con resentimiento de los ricos. Ahora que hacer parte del poder del estado se olvidó de todo lo que dijo en la universidad Javeriana de Cali por lo que fue aplaudida.

Pura demagogia.",3,1
235,2023-02-24 12:50:18+00:00,Ciudad Gotica,ciudadgotica7,"@smilelalis Flaquita para cuando un debate con el médico y máster en Economía de la Universidad Javeriana, máster en Salud Pública / Salud Ocupacional de la Harvard School of Public Health y doctor en Salud Pública del Instituto Nacional de Salud Pública de México, el Doctor @Fruizgomez ?",0,0
236,2023-02-24 11:45:37+00:00,Canal Citytv,Citytv,"‘Preocupa la situación económica y cambio demográfico': rector de la Javeriana

El designado rector de la institución, Luis Fernando Múnera, analiza los desafíos del sector. ➡️ https://t.co/qibYS7FPMf https://t.co/0RxFaZgQBK",4,0
237,2023-02-24 11:15:26+00:00,Diario La República,larepublica_co,"La Pontificia Universidad Javeriana tiene nuevo rector, el cual estará al frente por un período de seis años. Se trata del padre Luis F. Múnera Congote, quien aseguró que su nombramiento llega en medio de un período de retos macroeconómicos https://t.co/K5mN6U2RyB",5,1
238,2023-02-24 04:38:14+00:00,Canal Citytv,Citytv,"El designado rector de la institución, Luis Fernando Múnera, analiza los desafíos del sector. https://t.co/jUIYrEoh1h",1,0
239,2023-02-24 03:55:22+00:00,Wílmar A. Maya Salazar,willyhands17,"@Josebq94 @medum0879 @Fruizgomez @agmethescaf @dianajaramillom @Coreanita1989 No de nada 🤷‍♂️
Médico y máster en Economía de la Universidad Javeriana. Máster en Salud Pública / Salud Ocupacional de la Harvard School of Public Health, en Boston, y doctor en Salud Pública, del Instituto Nacional de Salud Pública de México.",4,0
240,2023-02-24 03:14:10+00:00,isamongus 🌱,isaembola,"@Carlohh_ mk, me di una vuelta increíble, en la mañana fui al colegio, después la ruta de sara me llevó hasta la tadeo y de ahí a la javeriana, después fui a mi universidad y cuando salí fui a la javeriana otra vez, me pegué los propios viajes",2,0
241,2023-02-24 03:07:12+00:00,Alejandro Higuera S,AleHiSoto,@Gudizman Ni yo invité a la Javeriana. Jajajaja,0,0
242,2023-02-24 03:05:37+00:00,PAOLA ANDREA CORREA G.,Paolac0618,"@angelamrobledo @MariaFdaCabal @FranciaMarquezM Qué deducciones tan estúpidas!
Usted es una vergüenza para mí gremio y su decanatura en la Javeriana ha sido la peor! ... Cómo llegó hasta ahí? Igual que rancia???  🤦🏻‍♀️🤢🤢",3,0
243,2023-02-24 02:41:57+00:00,Nelly Cecilia Mejía,NellyCMejia,"@CarlosAmayaR @FranciaMarquezM Carlos. Me gusta su criterio sobre Francia. El país no puede caer en los extremos de la socialista-comunista M.F.C.( Ella dijo que la Unión de Rep. Soc. Sovieticas seguia existiendo) y se incluyo. Profesores de la U. Andes, la rechazaron, igual Jesuitas U. Javeriana por ignorante",0,0
244,2023-02-24 02:27:35+00:00,JULIAN DE ZUBIRIA,juliandezubiria,"En sentido estricto, @MariateHerran es abogada de la Javeriana y politóloga  de la U. de Paris. Pero, ante todo, es comunicadora y conversadora.",13,1
245,2023-02-24 02:20:24+00:00,‏َ­,___yearning,que risaaa de verdad un requisito para entrar a la javeriana es ser una lesbiana,1,0
246,2023-02-24 01:49:34+00:00,señorX,kaosjimenez,@Rocaorbe62 @juanialferez @lcvelez pero se te olvida que en ese momento su hermanito estaba preso por trafico de HEROINA a los estados unidos y embalo a 2 amigas de la javeriana en ese negocito y creo que martika en ese momento ya tenia alianzas con el memo fantasma el narco invisible que emprendedora esa señora,1,0
247,2023-02-24 01:32:22+00:00,Juan David Dueñas,SoyJuanDuenas,"@santiacostag007 Jajajajajjaaja oiga a ese Man lo robaron con juegos psicológicos ?

Algo así vi en confesiones javeriana",1,0
248,2023-02-24 01:10:20+00:00,Nelly Cecilia Mejía,NellyCMejia,"@MariaFdaCabal Pero M.Fer: Luego usted no es la comunista?. Acuerdese el incidente con los Jesuitas de la U. Javeriana, donde estudia o estudiaba su hijo. Además usted cree que la Unión de Rep. Sovieticas sigue existiendo, y esas si eran comunistas, entonces la comunista es Usted.",0,0
249,2023-02-24 00:47:50+00:00,RI GO,RIGO85124457,"@Missmelindres El.mismo .del foro de la javeriana?  que dirigió @andresvecino  graves no tiene ni idea del tema ,se le notaba los 5 papeles regados en el escritorio.muy difícil así.",1,0
250,2023-02-24 00:34:46+00:00,Mi familia me dice Maruja,majitopriv0510,Ustedes por qué se colan en la javeriana para tomarse fotos en la terraza de ingeniería?? JAJAJAJA boleticas si no,9,0
251,2023-02-24 00:23:39+00:00,Zoraida Ayram,Karenin86333274,"@jonathancongres La U Javeriana sí fue consciente de que ocupa un espacio el hp en un punto estratégico de la ciudad y abrió el campus. No se ven ratas ni jíbaros acaparando los andenes. 

La Facho le pone torniquetes a los únicos caminos seguros que hay en ese sector, dizque para “evitar robos”.",1,0
252,2023-02-23 23:51:44+00:00,Mario Eliseo,pezmarioe,"@prendogustavo Jamás se compara la superioridad y exelencia de MD #colombianos de la Nacional, Rosario, Javeriana y muchas más unidos @FedemedicaC con sus camaradas #cubanos que los han dado a conocer con ENGAÑOS intentando convencer al mundo de cualidades y ventajas que NO TIENEN.¿Entendió?",10,6
253,2023-02-23 23:44:23+00:00,Sebastián M,MesaSebastianc,@alejoarangoc @Ronaldfvargass Entonces las universidades privadas como Los Andes y la Javeriana también han caído muy bajo porque tienen incluso más máquinas de vending.,3,0
254,2023-02-23 23:36:35+00:00,caliescali cali,NuevoCaliEsCali,"Con diploma de los Andes, la Javeriana y la Nacional hay empleo seguro https://t.co/i86jtTZBpG https://t.co/2RJdorrdIf",0,0
255,2023-02-23 23:18:10+00:00,Valentina González,valentinagg0823,cual es el peor ascensor de la javeriana y por que el del 53?,2,0
256,2023-02-23 23:16:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"Un grupo de investigación del Departamento de Física de la @UniJaveriana fue pionero en #Colombia en desarrollar un dispositivo que permiten lograr mayor luminosidad, mejor definición y gran variedad de colores en las pantallas de televisión. ➡️https://t.co/2mHJqLAaFU https://t.co/b3ghcLEOcI",1,0
257,2023-02-23 23:11:19+00:00,Diego A. Santos,DiegoASantos,"criterios sociales, económicos, ambientales y de viabilidad financiera, según detallan en este informe Bello y Baudillo que recomiendo que lean.
 (https://t.co/muDjubI2Xu). 

En paralelo, el Estado trazó unas reglas claras para evitar prácticas monopólicas o abusos de poder.  👇 https://t.co/DrDCGU9rYb",49,22
258,2023-02-23 23:09:00+00:00,Camus de Acuario,CamusdeAcuario4,"@danielfXD @nacional_memes Peor, una hpta gomela mamerta de la Javeriana",4,0
259,2023-02-23 23:07:56+00:00,FCEAJaveriana,FCEAJaveriana,"Empieza el conteo regresivo para #ExpoJaveriana2023, para que conozcas nuestros programas de Administración de Empresas, Contaduría Pública, Economía y Finanzas.

Te esperamos del 6 al 10 de marzo en las instalaciones.

Inscríbete: https://t.co/rXB5Ze8hhe https://t.co/pgN1QsBGxr",2,1
260,2023-02-23 23:00:26+00:00,𝕭𝖊𝖓𝖉𝖎𝖙𝖔 𝖕𝖔𝖗 𝖑𝖆 𝖙𝖔𝖗𝖒𝖊𝖓𝖙𝖆,Kaladin2017,"@hwocampo @ghitis Vostè no coneix res de història... Según ud, Carlos Galán Sarmiento y Carlos Pizarro eran fachos por estudiar en la Javeriana? Momento. Si sabe quiénes son?",0,0
261,2023-02-23 22:59:43+00:00,sofi,RHATHATHA,"@SoyJuanDuenas Pero no he sido la única, una muchacha que estudiaba en la javeriana de Cali también dijo que los de Bogotá miraban re feo y sí, ni disimulan 😭",0,0
262,2023-02-23 22:56:06+00:00,Hector Ocampo,hwocampo,@Kaladin2017 @ghitis ah pero si sabes quienes son los dueños de la javeriana? o necesitas un librito de cultura general para dummies?,0,0
263,2023-02-23 22:54:59+00:00,𝕭𝖊𝖓𝖉𝖎𝖙𝖔 𝖕𝖔𝖗 𝖑𝖆 𝖙𝖔𝖗𝖒𝖊𝖓𝖙𝖆,Kaladin2017,"@hwocampo @ghitis Ah el petit home parla de coherència sense tenir cap idea de que vol dir... Estudiar en una universidad como la Javeriana no hace facho a nadie. Quizá debería leer un librito de ideología para dummies, o algo así.",0,0
264,2023-02-23 22:50:01+00:00,Hector Ocampo,hwocampo,@Kaladin2017 @ghitis jajajaja hablando de fachos y estudiando en la javeriana,0,0
265,2023-02-23 22:49:25+00:00,isamongus 🌱,isaembola,Hoy fui a la javeriana 2 veces,2,0
266,2023-02-23 22:17:51+00:00,Americas Health Foundation (AHF),AmeriHealthFoun,"Para más información sobre el evento, nuestros panelistas, y registro: https://t.co/TQdClYVH4P

Gracias a nuestros co-anfitriones Americas Health Foundation @FECOER, Pontificia Universidad Javeriana, @ChanZuckerberg Initiative, Instituto de Genetica Humana",1,0
267,2023-02-23 22:13:59+00:00,Adriana Díaz,adrianadiazh,"Sí, la marihuana debería legalizarse, pero NO, no es inofensiva. Así lo explicó Juan Daniel Gómez, quien ha asesorado a distintos gobiernos sobre este tema, cuando tuve la oportunidad de entrevistarlo hace algunos años.  https://t.co/itjVrZYZVo",0,0
268,2023-02-23 21:58:30+00:00,Rene San Juan Giraldo,ReneSanJuan,Los retos a los que se enfrentan seis animales colombianos en peligro https://t.co/YCWCVHj61c,0,0
269,2023-02-23 21:51:34+00:00,Portafolio,Portafolioco,"#ColumnistasPortafolio Lea la opinión de @jorgearestrepo, profesor de la Universidad Javeriana, en su columna 'Mejor regular que administrar precios'.

Encuéntrela, aquí 👉 https://t.co/zDmCaOddg5 https://t.co/oOsH18oqLM",3,2
270,2023-02-23 21:08:38+00:00,Laboratorio de Sostenibilidad Empresarial,labsoste_PUJ,"La #transicióndigital y la #Sostenibilidad irán de la mano, aportando a la gestión de procesos internos, reducción de emisiones de CO2 , más trabajo remoto, uso de energías verdes, que se verán reflejados en mayor competitividad y ahorro de dinero.  https://t.co/fVNesHU0Kd https://t.co/aET4Grqncs",0,0
271,2023-02-23 20:58:40+00:00,zo,gunsforjjk,omg la javeriana hizo un protocolo para la violencia de género,0,0
272,2023-02-23 20:36:04+00:00,Paca.,pacaITbu,"Universidad que estudie privada o pública, los Andes y la Javeriana tuvieron hasta paros este año.
Pero pues mk si tú declaración de renta dice que puedes pagarlo ni modo a llorar a la lloreria. En una privada como la UNAB no aprenderias ni la mitad que en una pública.",2,0
273,2023-02-23 20:35:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"#ReformaALaSalud El estrés, uno de los grandes males de nuestro tiempo, también afecta a los médicos residentes por las grandes presiones a las que están expuestos. Los efectos sobre su salud física y mental puede tener consecuencias graves. 😨 https://t.co/yNJOAFSjhA https://t.co/Ikaqm8X7W1",2,2
274,2023-02-23 20:28:36+00:00,Salomensa 🐮,whoissilo_,"Mor, a mi me vale que usted estudie en la javeriana, tenga 3 carros y una finca en Cali, pero usted es la descripción gráfica de un patan machista y eso ni con toda la plata del mundo se le quita",2,0
275,2023-02-23 20:19:01+00:00,Juan Arroyo,juanarroyoperu,"Primer Foro sobre la Reforma en Salud Colombiana, realizado en la Pontificia Universidad Javeriana el 15 de febrero último. https://t.co/kps9KcEwQu a través de @YouTube",0,0
276,2023-02-23 20:07:27+00:00,Carolina V. 🦖,carovizcaino__,"@sofiaperezgil Hasta ahora vi este hilo 💔 pero me gustaría poder ir a las siguientes, tengo que ser de la javeriana para poder asistir ?",0,0
277,2023-02-23 20:02:39+00:00,Dielco SAS,DielcoSas,Queremos agradecerle a la U. Javeriana e iNNpulsa por el espacio y por la invitación. @EnelColombia @javiercjz @IPSEnergiaZNI @RevistaSemana @larepublica_co @ELTIEMPO @portafolioco @TerpelCol @Unijaveriana @InnpulsaCol https://t.co/PpEvvlfjK8,6,1
278,2023-02-23 19:19:17+00:00,ＫＡＲＩＴＯＬ♥️,Karol7805,Mi sueño frustrado es estudiar psicología en la Javeriana 🥲,1,0
279,2023-02-23 19:02:48+00:00,isamongus 🌱,isaembola,Cargando mi celular en una cafetería de la javeriana https://t.co/SwTlsnoLFx,4,0
280,2023-02-23 18:27:30+00:00,Javier Gamboa Rodrig,hjgamboar,"@smorenoruiz @FranciaMarquezM Está gastando 15% de su ingreso. Sumercé sabe qué porcentaje, en promedio, gasta en vivienda la gente de estratos 1. 2, 3 y 4?. Entre el 63% y 13%. Para sumercé el problema es que ella no debería vivir allí, cierto?
Le regalo una fuente: https://t.co/gb1pAUHmpm https://t.co/bGHh24NFEF",0,0
281,2023-02-23 18:27:26+00:00,ACMGen Colombia,acmgencol,"evaluando las barreras y fortalezas en la región, y proponiendo recomendaciones para superar los retos. 🎯

📆  16 y 17 de marzo
📍  Auditorio Félix Restrepo, Pontificia Universidad Javeriana
🖥️  Evento presencial y virtual
🗣️  Habrá interpretación en español, inglés, portugués y",1,0
282,2023-02-23 18:25:01+00:00,César A. VILLAMIZAR NÚÑEZ,CVILLAMN,"Colombia fue el cuarto país más ciber atacado en Latinoamérica en el 2022, y entidades como EPM, EPS Sanitas, INVIMA, Viva Air, Claro Colombia, Carvajal, Universidad Javeriana y la F.G.N fueron algunas de las entidades más afectadas. #TipsCvillamn  https://t.co/xJHX8KYG4e",4,1
283,2023-02-23 17:57:09+00:00,PREVERDEC Bogotá-Cali,preverdec,"📆 16 y 17 de marzo
📍 Auditorio Félix Restrepo, Pontificia Universidad Javeriana
🖥️ Evento presencial y virtual
🗣️ Habrá interpretación en español, inglés, portugués y lenguaje de señas internacional 🧏‍♀️

Recuerda hacer tu inscripción en https://t.co/JxYG1oE1wt 💡

#RareDiseases",0,0
284,2023-02-23 17:43:49+00:00,Wilson López,WilsonLpez9,Les presento la editorial de conmemoración de los 20 años de la revista que me ha comprometido por 20 años desde que la funde en la universidad javeriana solo gratitud . Tejiendo un libro infinito https://t.co/5xILPGAcFo,26,5
285,2023-02-23 17:41:09+00:00,Jacarandas #LíneaJacarandas,SomosJacarandas,Brilla el sol en Bogotá y estamos cerca a la Universidad Javeriana en un picnic a favor del aborto libre.  El aborto es un derecho #CeroExcusas https://t.co/EQoYGIrLXI,96,2
286,2023-02-23 17:34:30+00:00,Villegas Editores,Villegas_Ed,"antiguos, cerca de medio millar de volúmenes sobre Sagrada Escritura publicados entre 1533 y 1790.” Afirma Fabio Ramírez Muñoz, S.J. en la Introducción al libro ‘Biblias. Bibliotecas Pontificia Universidad Javeriana’ (2016) publicado por Villegas Editores.
(3/4)",1,0
287,2023-02-23 17:34:30+00:00,Villegas Editores,Villegas_Ed,"incunable más famoso y da origen a la impresión másiva de textos. 
En Colombia la mayor colección de Biblias antiguas la atesora la Compañía de Jesús. “Conserva la Biblioteca de Filosofía y Teología Mario Valenzuela de la Universidad Javeriana, en su fondo de libros 
(2/4)",1,0
288,2023-02-23 17:12:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"La auditoría forense es un método poco conocido en #Colombia que permite prevenir, detectar e investigar delitos financieros 💰 como el lavado de activos y la financiación del terrorismo. La @UniJaveriana es pionera en estas investigaciones. 
➡️https://t.co/0rWC6tbaH6 https://t.co/4JoeV1OveV",1,1
289,2023-02-23 16:42:21+00:00,Juan Bastidas,juanbastidasa31,"@SamuelAmaya24 Estoy en Santa Marta en plena Javeriana. 
El mar de lagrimas azules es increible",4,0
290,2023-02-23 16:40:02+00:00,Javeriana Cali,javerianacali,"Estudio de Nhora Ospina, profesora de #Biología revela que la fragmentación de los bosques 🌳 está afectando la población de orquídeas 🌸 epífitas; estos resultados se convirtieron en la primera evidencia de que ni las especies más comunes están a salvo.

https://t.co/GX5RzELMOj https://t.co/1y8idAhUOL",0,1
291,2023-02-23 16:38:05+00:00,🧚🏼,jmmvs,"en las clases de ciencia política de la javeriana cali se reproducen discursos islamofóbicos y racistas y los profesores no hacen nada, incluso participan de ellos.",24,1
292,2023-02-23 16:13:05+00:00,𝑵𝒊𝒄𝒐𝒍𝒆 ☾,Niicole44,Pongan teleférico en la javeriana para llegar al ed.67,12,0
293,2023-02-23 16:03:00+00:00,Pontificia Universidad Javeriana,UniJaveriana,"Estudiantes y profesores de Antropología y de Ingeniería Civil de la Javeriana han puesto su conocimiento al servicio de la Zona de Reserva Campesina de Venecia – Parte Alta, en beneficio de 300 familias de 6 veredas del Sumapaz. https://t.co/RwlUs4C5oL",25,5
294,2023-02-23 15:21:30+00:00,Laura 👽,fxckmodel,"@just_vals Ay sí ya no me gusta. Me caía super bien, pero me di cuenta que es bastante oportunista y siempre hace cosas para quedar bien con la gente, como cuando se enojó porque le reclamaron por no hablar de la subido de precios de la javeriana y ahorita con lo de jacarandas🙄",1,0
295,2023-02-23 15:09:06+00:00,Americae Australiae pius,AmericaeHispano,"@alejandro994 @nacional_memes Y siguen los libertarados con la pendejada🤣. Porque claro, los grandes imperios y civilizaciones de la antigüedad lograron prosperar por iniciativas privadas, y las primeras revoluciones artísticas y científicas fueron por iniciativas privadas 🤣🤣
Como ha caído la javeriana 🤣",0,0
296,2023-02-23 15:07:18+00:00,Laura A Garcés,laleja05,"@isalondono @fmxcol Hola, a donde te podemos enviar la información, tengo una persona que estudia química farmacéutica en la Javeriana 5 semestre.",0,0
297,2023-02-23 14:46:36+00:00,Lux Lancheros 🦜,LuxAndLan,"Te lo dedico, Luz de 18 añitos que programaba Clásicos del Rock en la Javeriana.  La que pedía la revista Rolling Stone en el supermercado para escándalo de sus papás. Que ahora... escribe de rock también, para vivir 🤟 y que mañana entrevistará a sus ídolos y los verá 😭😭😭 https://t.co/Bxqa4zf7zs",155,3
298,2023-02-23 14:45:26+00:00,David,David_Alej8,"@OManchito @la__japo Las Universidades son quienes se encargan de dar este reconocimiento. En la Javeriana si es uno de los mejores, en la graduación hacen la distinción.",0,0
299,2023-02-23 14:21:51+00:00,Diario La República,larepublica_co,"Durante el Foro de la Universidad Javeriana ""Colombia 2040: Oportunidades y Desafíos en Ingeniería"", se hablaron de diferentes temas sobre los cambios que requiere la economía nacional y cómo acelerar la transición energética https://t.co/j1STJcKkWP",7,5
300,2023-02-23 14:18:19+00:00,"chris ramos ""El Rolo""",cramos57,"@AlbertoBernalLe ... y dictando en maestría en la Javeriana. Otro falcioni q engrosa la lista del cartel de los falsos titulados encabezada por @EnriquePenalosa ""maestría"" @vicentetorrijos ""doctorado"" 
-César Suárez Pérez - ex- alcalde de Bello ""bachiller""
-Camilo Herrera. ""Médico"" y falso
Thread https://t.co/pHJzj7HCkH",0,0
301,2023-02-23 14:16:00+00:00,Juan F Mejia M,juanfermejia,"Dos eventos filosóficos el mismo día a la misma hora, el de la Javeriana se transmite por Facebook y el de la Nacional por Youtube 
Colombia no es el Silicon Valley de Latinoamérica pero Bogotá es la tenaz sudamericana... https://t.co/VkdGLpKBNY",84,18
302,2023-02-23 14:12:00+00:00,Pontificia Universidad Javeriana,UniJaveriana,"La Javeriana y @unicafam visitaron cuatro obras de infraestructura del proyecto Ciudad Universitaria que se adelanta en Funza y que forman parte de un convenio con la @AlcaldiaFunza para ofrecer allí cursos, diplomados y programas de gastronomía y turismo. 

📷@AlcaldiaFunza https://t.co/wFokHDM8CG",16,2
303,2023-02-23 13:34:18+00:00,UCSH,UCSH_oficial,📣 Investigadora DIFI #UCSH Carolina Montero inauguró el año académico de @facteologiapuj de @UniJaveriana con la ponencia “Vulnerabilidad humana. Hacia la redefinición de la ética teológica contemporánea” 👏 &gt;&gt; https://t.co/LkcBWw3lsQ. https://t.co/UesS1xDWwX,4,0
304,2023-02-23 13:04:31+00:00,Jacarandas #LíneaJacarandas,SomosJacarandas,"¡Nos vemos hoy a las 12 en la Universidad Javeriana! 

De 12-2 PM en el parque Nacional frente a la facultad de artes con Polifonia para nuestro picnic abortero.

De 2-4 en el salon 409 del Barón para una clase conjunta de género .

Las esperamos 💚",49,3
305,2023-02-23 12:58:24+00:00,Sofía Pérez Gil,sofiaperezgil,"Y aprovecho el papayazo para invitarlas a todas a los Ciclos de lectura: Mujeres, Paz y Derecho que está organizando la Facultad de Derecho de la Javeriana (y mi amiga brillante @ojulianarincon). 

Llevemos nuestro debates y reflexiones a un mayor nivel de profundidad. https://t.co/VEgwFROycE",55,3
